uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSamplePrepMethod,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyStatus,canopyPosition,leafSamplePosition,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,previousPolygon,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
a581b35a-31a0-445f-9d9f-317aa064ae95,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,evergreenForest,WGS84,17.96911,-66.864276,20.1,130.1,0.12,NEON.DOC.001024vE,2018-05-01T15:14:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=,A00000005679,NA,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1yk2gSLx97r7wA8CI/ptsgb/A==,B00000013145,NA,NA,NA,NA,NA,NA,NA,NA,Y,03365,NEON.PLA.D04.GUAN.03365,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,amegill@battelleecology.org,gtavarez@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
fff79811-a9ae-4f5c-9c62-228f9595aed5,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,evergreenForest,WGS84,17.96911,-66.864276,20.1,130.1,0.12,NEON.DOC.001024vE,2018-05-01T15:20:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=,A00000005678,NA,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMympjnKbl0xDE=,B00000013146,NA,NA,NA,NA,NA,NA,NA,NA,Y,05593,NEON.PLA.D04.GUAN.05593,BUSI,Bursera simaruba (L.) Sarg.,OK,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,amegill@battelleecology.org,gtavarez@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
281672a3-be9e-4f27-af9c-6e1448468282,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,evergreenForest,WGS84,17.96911,-66.864276,20.1,130.1,0.12,NEON.DOC.001024vE,2018-05-01T16:08:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=,A00000005680,NA,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVR+pSoY6tUuA=,B00000013144,NA,NA,NA,NA,NA,NA,NA,NA,Y,03369,NEON.PLA.D04.GUAN.03369,BUBU,Bucida buceras L.,OK,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,amegill@battelleecology.org,gtavarez@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
a08f406d-7356-404e-8501-5eb38e59b380,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,evergreenForest,WGS84,17.968745,-66.88045,20.2,161.3,0.22,NEON.DOC.001024vE,2018-05-02T12:08:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=,A00000007239,NA,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACgc/e9IEfj2s=,B00000013104,NA,NA,NA,NA,NA,NA,NA,NA,Y,04171,NEON.PLA.D04.GUAN.04171,BUSI,Bursera simaruba (L.) Sarg.,OK,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
970deeac-ac96-42f8-8982-7e2dd762a0f2,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,evergreenForest,WGS84,17.968745,-66.88045,20.2,161.3,0.22,NEON.DOC.001024vE,2018-05-02T12:25:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=,A00000007240,NA,xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9L20pEkDImJMWUChmmM3Kyw==,B00000013102,NA,NA,NA,NA,NA,NA,NA,NA,Y,04181,NEON.PLA.D04.GUAN.04181,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
cfddea09-8442-4403-b17c-d9db3bf1b17d,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,evergreenForest,WGS84,17.968745,-66.88045,20.2,161.3,0.22,NEON.DOC.001024vE,2018-05-02T12:57:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=,A00000007254,NA,xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWsp5C/2oueRI=,B00000013103,NA,NA,NA,NA,NA,NA,NA,NA,Y,04185,NEON.PLA.D04.GUAN.04185,BUSI,Bursera simaruba (L.) Sarg.,OK,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
59bdef1b-916b-45cd-b143-742079576e3a,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,evergreenForest,WGS84,17.963818,-66.875667000000007,20.1,98.9,0.19,NEON.DOC.001024vE,2018-05-02T13:49:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=,A00000007238,NA,xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZjPdAiU+2Rtw=,B00000013106,NA,NA,NA,NA,NA,NA,NA,NA,Y,04232,NEON.PLA.D04.GUAN.04232,BUSI,Bursera simaruba (L.) Sarg.,OK,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
6aa900ac-67e9-44a1-a24a-2037c85b2c4e,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,evergreenForest,WGS84,17.963818,-66.875667000000007,20.1,98.9,0.19,NEON.DOC.001024vE,2018-05-02T13:58:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=,A00000007253,NA,xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+o7lMODdkH7I=,B00000013105,NA,NA,NA,NA,NA,NA,NA,NA,Y,04234,NEON.PLA.D04.GUAN.04234,GUOF,Guaiacum officinale L.,OK,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
80e569a2-706a-4471-ae44-256284b268d1,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,evergreenForest,WGS84,17.963818,-66.875667000000007,20.1,98.9,0.19,NEON.DOC.001024vE,2018-05-02T14:04:00Z,2018-05-10,NA,NA,Woody individual,pole pruner,xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=,A00000007237,NA,xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bEnxF+X+5CAk=,B00000013107,NA,NA,NA,NA,NA,NA,NA,NA,Y,04227,NEON.PLA.D04.GUAN.04227,BUBU,Bucida buceras L.,OK,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
3ddb0d41-7ec9-4370-af18-c6933ecdefa2,GUAN_009.basePlot.cfc,D04,GUAN,GUAN_009,distributed,evergreenForest,WGS84,17.97943,-66.867833,20.1,114.1,0.1,NEON.DOC.001024vE,2018-05-02T15:54:00Z,2018-05-20,NA,NA,Woody individual,pole pruner,xIqeKa1cF5x3riTwmM+wMZFg3ZYiYUhXOD55s90WZpE=,NA,NA,xIqeKa1cF5x3riTwmM+wMZFg3ZYiYUhXDiLGvTKuknAVTaurAIKafQ==,B00000013143,NA,NA,NA,NA,NA,NA,NA,NA,Y,04695,NEON.PLA.D04.GUAN.04695,PRJU3,Prosopis juliflora (Sw.) DC.,OK,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,NA,20260106T154233Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_fieldData
