uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF,publicationDate,release,dpID,site_download,year_download,source_table
27198969-80e1-46f5-8498-f7902316af6b,D20,PUUM,PUUM_036,PUUM_036.basePlot.bgc,2019-01-04T19:21:00Z,2019-01-04T19:21:00Z,NEON.DOC.014048vK,O,2019-01-06T01:05:00Z,2019-01-18T17:45:00Z,PUUM_036-O-29-9.5-20190104,A00000031767,PUUM_036-O-29-9.5-20190104-CN,A00000066255,PUUM_036-O-29-9.5-20190104-BA,A00000066231,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
750a2b1e-640d-4b26-bff0-91409aa3c2f5,D20,PUUM,PUUM_034,PUUM_034.basePlot.bgc,2019-01-04T20:00:00Z,2019-01-04T20:00:00Z,NEON.DOC.014048vK,O,2019-01-05T23:55:00Z,2019-01-18T17:45:00Z,PUUM_034-O-26.5-37-20190104,A00000031772,PUUM_034-O-26.5-37-20190104-CN,A00000066256,PUUM_034-O-26.5-37-20190104-BA,A00000066234,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
edce397c-d19d-4f34-b04b-489394e0fa7b,D20,PUUM,PUUM_036,PUUM_036.basePlot.bgc,2019-01-04T20:10:00Z,2019-01-04T20:10:00Z,NEON.DOC.014048vK,O,2019-01-06T01:11:00Z,2019-01-18T17:45:00Z,PUUM_036-O-7-16-20190104,A00000031768,PUUM_036-O-7-16-20190104-CN,A00000066253,PUUM_036-O-7-16-20190104-BA,A00000066249,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
6b2db366-aa1f-4c7d-8aff-ed16726bc02f,D20,PUUM,PUUM_034,PUUM_034.basePlot.bgc,2019-01-04T20:39:00Z,2019-01-04T20:39:00Z,NEON.DOC.014048vK,O,2019-01-05T23:58:00Z,2019-01-18T17:45:00Z,PUUM_034-O-32.5-17-20190104,A00000031771,PUUM_034-O-32.5-17-20190104-CN,A00000066258,PUUM_034-O-32.5-17-20190104-BA,A00000066233,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
1fe8873d-1426-4e65-96f6-d575ec2727c3,D20,PUUM,PUUM_036,PUUM_036.basePlot.bgc,2019-01-04T20:54:00Z,2019-01-04T20:54:00Z,NEON.DOC.014048vK,O,2019-01-06T01:07:00Z,2019-01-18T17:45:00Z,PUUM_036-O-18.5-33-20190104,A00000031769,PUUM_036-O-18.5-33-20190104-CN,A00000066254,PUUM_036-O-18.5-33-20190104-BA,A00000066248,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
a887a99a-9910-41cc-932c-ad826a9f56cf,D20,PUUM,PUUM_034,PUUM_034.basePlot.bgc,2019-01-04T21:19:00Z,2019-01-04T21:19:00Z,NEON.DOC.014048vK,O,2019-01-05T23:56:00Z,2019-01-18T17:45:00Z,PUUM_034-O-8.5-13.5-20190104,A00000031770,PUUM_034-O-8.5-13.5-20190104-CN,A00000066257,PUUM_034-O-8.5-13.5-20190104-BA,A00000066232,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
53050984-a7d8-4b35-a051-15f48fc47630,D20,PUUM,PUUM_031,PUUM_031.basePlot.bgc,2019-01-04T22:02:00Z,2019-01-04T22:02:00Z,NEON.DOC.014048vK,M,2019-01-05T21:40:00Z,2019-01-18T17:45:00Z,PUUM_031-M-30.5-0-20190104,A00000031776,PUUM_031-M-30.5-0-20190104-CN,A00000066261,PUUM_031-M-30.5-0-20190104-BA,A00000066252,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
988e27a9-7e13-475d-b02b-5531b629e981,D20,PUUM,PUUM_031,PUUM_031.basePlot.bgc,2019-01-04T22:56:00Z,2019-01-04T22:56:00Z,NEON.DOC.014048vK,M,2019-01-05T21:08:00Z,2019-01-18T17:45:00Z,PUUM_031-M-35-22-20190104,A00000031777,PUUM_031-M-35-22-20190104-CN,A00000066260,PUUM_031-M-35-22-20190104-BA,A00000066251,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
519005ad-7148-4800-9db4-eb65e2fc0370,D20,PUUM,PUUM_031,PUUM_031.basePlot.bgc,2019-01-04T23:28:00Z,2019-01-04T23:28:00Z,NEON.DOC.014048vK,M,2019-01-05T21:43:00Z,2019-01-18T17:45:00Z,PUUM_031-M-8-28-20190104,A00000031778,PUUM_031-M-8-28-20190104-CN,A00000066259,PUUM_031-M-8-28-20190104-BA,A00000066250,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
ee6a7492-59f2-4dae-96c3-124bf3c97d7f,D20,PUUM,PUUM_014,PUUM_014.basePlot.bgc,2019-01-07T19:44:00Z,2019-01-07T19:44:00Z,NEON.DOC.014048vK,O,2019-01-08T23:56:00Z,2019-01-18T17:45:00Z,PUUM_014-O-31.5-19.5-20190107,A00000031791,PUUM_014-O-31.5-19.5-20190107-CN,A00000031956,PUUM_014-O-31.5-19.5-20190107-BA,A00000066238,NA,NA,OK,NA,suehana@battelleecology.org,NA,20251217T193837Z,RELEASE-2026,DP1.10086.001,PUUM,2019,sls_bgcSubsampling
