uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,sampleID,sampleCode,cnSampleID,cnSampleCode,sampleType,acidTreatment,co2Trapped,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
7898e8ff-b7a4-4339-87c9-5383e765046c,2021-08-03,ONAQ_002.basePlot.bgc,D15,ONAQ,ONAQ_002,distributed,2021-05-24T17:00:00Z,2021-05-24T17:00:00Z,ONAQ_002-M-8.5-2.5-20210524,A00000281728,ONAQ_002-M-8.5-2.5-20210524-CN,A00000282111,soil,Y,N,NA,-24.6,NA,1.31,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
a417ff4a-0649-4dfe-9081-db275a6b9b1f,2021-08-06,ONAQ_002.basePlot.bgc,D15,ONAQ,ONAQ_002,distributed,2021-05-24T17:00:00Z,2021-05-24T17:00:00Z,ONAQ_002-M-8.5-2.5-20210524,A00000281728,ONAQ_002-M-8.5-2.5-20210524-CN,A00000282111,soil,N,N,6.2,NA,0.11,NA,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
920a9486-9e01-40e9-b5cd-fad5096058e8,2021-08-06,ONAQ_002.basePlot.bgc,D15,ONAQ,ONAQ_002,distributed,2021-05-24T17:15:00Z,2021-05-24T17:15:00Z,ONAQ_002-M-32-9.5-20210524,A00000281729,ONAQ_002-M-32-9.5-20210524-CN,A00000282109,soil,N,N,7.2,NA,0.13,NA,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
69c3b97f-7dad-4849-a42c-0f7811648008,2021-08-03,ONAQ_002.basePlot.bgc,D15,ONAQ,ONAQ_002,distributed,2021-05-24T17:15:00Z,2021-05-24T17:15:00Z,ONAQ_002-M-32-9.5-20210524,A00000281729,ONAQ_002-M-32-9.5-20210524-CN,A00000282109,soil,Y,N,NA,-23.1,NA,1.98,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
37008122-4e08-4385-af49-bd26669521b5,2021-08-03,ONAQ_041.basePlot.bgc,D15,ONAQ,ONAQ_041,tower,2021-05-24T17:17:00Z,2021-05-24T17:17:00Z,ONAQ_041-M-32-35-20210524,A00000281759,ONAQ_041-M-32-35-20210524-CN,A00000282291,soil,Y,N,NA,-23.1,NA,0.16,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
b02ba99c-27c5-4617-a0b5-7651a0b89628,2021-08-06,ONAQ_041.basePlot.bgc,D15,ONAQ,ONAQ_041,tower,2021-05-24T17:17:00Z,2021-05-24T17:17:00Z,ONAQ_041-M-32-35-20210524,A00000281759,ONAQ_041-M-32-35-20210524-CN,A00000282291,soil,N,N,8.6,NA,0.07,NA,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
fb7ad8cf-422e-4b7c-b627-46fbd895c9a5,2021-08-06,ONAQ_002.basePlot.bgc,D15,ONAQ,ONAQ_002,distributed,2021-05-24T17:27:00Z,2021-05-24T17:27:00Z,ONAQ_002-M-33-25.5-20210524,A00000281730,ONAQ_002-M-33-25.5-20210524-CN,A00000282110,soil,N,N,8.6,NA,0.1,NA,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
99947117-5fe5-4698-ab9f-3b5ef720aa2a,2021-08-03,ONAQ_002.basePlot.bgc,D15,ONAQ,ONAQ_002,distributed,2021-05-24T17:27:00Z,2021-05-24T17:27:00Z,ONAQ_002-M-33-25.5-20210524,A00000281730,ONAQ_002-M-33-25.5-20210524-CN,A00000282110,soil,Y,N,NA,-21.9,NA,2.39,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
65b5ec86-339d-4427-8b0a-3b8571d708bf,2021-08-03,ONAQ_041.basePlot.bgc,D15,ONAQ,ONAQ_041,tower,2021-05-24T17:31:00Z,2021-05-24T17:31:00Z,ONAQ_041-M-0-32-20210524,A00000281758,ONAQ_041-M-0-32-20210524-CN,A00000282290,soil,Y,N,NA,-22.7,NA,0.19,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13C & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
de7605cd-6f07-4ca4-b4d4-dcba8d28eee8,2021-08-06,ONAQ_041.basePlot.bgc,D15,ONAQ,ONAQ_041,tower,2021-05-24T17:31:00Z,2021-05-24T17:31:00Z,ONAQ_041-M-0-32-20210524,A00000281758,ONAQ_041-M-0-32-20210524-CN,A00000282290,soil,N,N,9.2,NA,0.07,NA,NA,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20251217T193818Z,RELEASE-2026,DP1.10086.001,ONAQ,2021,sls_soilChemistry
