uid,namedLocation,domainID,siteID,plotID,startDate,collectDate,sampleID,sampleCode,kclSampleID,kclSampleCode,sampleCondition,ammoniumNAnalysisDate,kclAmmoniumNConc,ammoniumNRepNum,ammoniumNQF,ammoniumNRemarks,nitrateNitriteNAnalysisDate,kclNitrateNitriteNConc,nitrateNitriteNRepNum,nitrateNitriteNQF,nitrateNitriteNRemarks,laboratoryName,ammoniumNMethod,ammoniumNInstrument,ammoniumNAnalyzedBy,ammoniumNReviewedBy,nitrateNitriteNMethod,nitrateNitriteNInstrument,nitrateNitriteNAnalyzedBy,nitrateNitriteNReviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
a66607dd-e9c8-41c5-8ab4-4b4cad2e1964,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,2024-04-30T13:45:00Z,2024-04-30T13:45:00Z,UNDE_044-O-23-20240430,A00000414378,UNDE_044-O-23-20240430-KCL,B00000154468,ok,2024-10-17,0.18,1,OK,NA,2024-10-17,0.025,1,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
261aeef2-e8fb-4109-85ed-95bda0445f1f,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,2024-04-30T13:45:00Z,2024-04-30T13:45:00Z,UNDE_044-M-23-20240430,A00000414377,UNDE_044-M-23-20240430-KCL,B00000154467,ok,2024-10-17,0.173,1,OK,NA,2024-10-17,0.006,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
86ca0417-e21c-4e80-91f3-1624312edaaa,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,2024-04-30T13:52:00Z,2024-04-30T13:52:00Z,UNDE_043-M-23-20240430,A00000414372,UNDE_043-M-23-20240430-KCL,B00000154470,ok,2024-10-17,0.085,1,OK,NA,2024-10-17,0.007,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
bad65f8c-d46f-42b0-97e4-d7a1b464a143,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,2024-04-30T14:26:00Z,2024-04-30T14:26:00Z,UNDE_043-M-41-20240430,A00000414371,UNDE_043-M-41-20240430-KCL,B00000154469,ok,2024-10-17,0.076,1,OK,NA,2024-10-17,0.004,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
ada18d74-272c-4ac1-b2d5-a23479d26993,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,2024-04-30T14:30:00Z,2024-04-30T14:30:00Z,UNDE_044-M-21-20240430,A00000414376,UNDE_044-M-21-20240430-KCL,B00000154454,ok,2024-10-17,0.146,1,OK,NA,2024-10-17,0.027,1,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
17359682-efdc-4646-bd86-6b0369dc6652,UNDE_043.basePlot.bgc,D05,UNDE,UNDE_043,2024-04-30T14:56:00Z,2024-04-30T14:56:00Z,UNDE_043-M-21-20240430,A00000414370,UNDE_043-M-21-20240430-KCL,B00000154453,ok,2024-10-17,0.145,1,OK,NA,2024-10-17,0.016,1,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
30876a02-05f7-4748-b92d-dc083d0c93e6,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,2024-04-30T15:15:00Z,2024-04-30T15:15:00Z,UNDE_044-O-41-20240430,A00000414373,UNDE_044-O-41-20240430-KCL,B00000154466,ok,2024-10-17,0.441,1,OK,NA,2024-10-17,0.007,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
531b4bdc-c3f4-47b5-ad83-65b8713d2ce3,UNDE_044.basePlot.bgc,D05,UNDE,UNDE_044,2024-04-30T15:15:00Z,2024-04-30T15:15:00Z,UNDE_044-M-41-20240430,A00000414375,UNDE_044-M-41-20240430-KCL,B00000154465,ok,2024-10-17,0.077,1,OK,NA,2024-10-17,0.009,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
aeb74059-192e-4513-83a4-e707e2f4a57d,UNDE_038.basePlot.bgc,D05,UNDE,UNDE_038,2024-04-30T16:03:00Z,2024-04-30T16:03:00Z,UNDE_038-O-23-20240430,A00000414364,UNDE_038-O-23-20240430-KCL,B00000154457,ok,2024-10-17,0.055,1,OK,NA,2024-10-17,0.006,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
81707261-a031-4bf1-aee4-d2c03f93c96d,UNDE_001.basePlot.bgc,D05,UNDE,UNDE_001,2024-04-30T16:12:00Z,2024-04-30T16:12:00Z,UNDE_001-M-39-20240430,A00000414331,UNDE_001-M-39-20240430-KCL,B00000154441,ok,2024-10-17,0.056,1,OK,NA,2024-10-17,0.006,1,below method detection limit,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,WBL-AN-023,SEAL AutoAnalyzer 500,okyaqTFOLQO7hDHBKURPDA==,YUVT2pgkEl84iITaDKC8Iw==,NA,20251217T193636Z,RELEASE-2026,DP1.10086.001,UNDE,2024,ntr_externalLab
