dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,kclAmmoniumNConc_mean_2018_2024,ammoniumNRepNum_mean_2018_2024,kclNitrateNitriteNConc_mean_2018_2024,nitrateNitriteNRepNum_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,kclAmmoniumNConc_mean_2018_2024_unit,ammoniumNRepNum_mean_2018_2024_unit,kclNitrateNitriteNConc_mean_2018_2024_unit,nitrateNitriteNRepNum_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,21,0.21523809523809526,1.1428571428571428,0.7168421052631578,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_004,SCBI_004.basePlot.bgc,19,0.24905555555555556,1,0.3273684210526316,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_005,SCBI_005.basePlot.bgc,20,0.1664,1.1,0.38655555555555554,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_006,SCBI_006.basePlot.bgc,20,0.30126315789473684,1.0526315789473684,0.14554999999999998,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_008,SCBI_008.basePlot.bgc,19,0.31172222222222223,1,0.4057368421052632,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_010,SCBI_010.basePlot.bgc,20,0.12275,1.1,0.7612777777777777,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_045,SCBI_045.basePlot.bgc,18,0.3086111111111111,1.0555555555555556,0.357,1.0555555555555556,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_047,SCBI_047.basePlot.bgc,19,0.31605555555555553,1,0.35242105263157897,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_049,SCBI_049.basePlot.bgc,19,0.18788888888888888,1,0.28889473684210526,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,SCBI_067,SCBI_067.basePlot.bgc,22,0.22085714285714286,1.1428571428571428,0.616,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,SCBI,ntr_externalLab,2018-2024,SCBI,NA,SCBI,47,0.011222222222222222,1,0.03142553191489362,1.0425531914893618,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
