dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,kclAmmoniumNConc_mean_2018_2024,ammoniumNRepNum_mean_2018_2024,kclNitrateNitriteNConc_mean_2018_2024,nitrateNitriteNRepNum_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,kclAmmoniumNConc_mean_2018_2024_unit,ammoniumNRepNum_mean_2018_2024_unit,kclNitrateNitriteNConc_mean_2018_2024_unit,nitrateNitriteNRepNum_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_001,DSNY_001.basePlot.bgc,38,0.03186842105263158,1.0526315789473684,0.028351351351351348,1.027027027027027,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_003,DSNY_003.basePlot.bgc,38,0.03881578947368421,1.0526315789473684,0.02955263157894737,1.0526315789473684,2020.6315789473683,2020.6315789473683,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_004,DSNY_004.basePlot.bgc,37,0.03564864864864865,1.054054054054054,0.030945945945945946,1.054054054054054,2020.4324324324325,2020.4324324324325,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_005,DSNY_005.basePlot.bgc,37,0.022864864864864866,1.027027027027027,0.03262162162162162,1.027027027027027,2020.5675675675675,2020.5675675675675,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_006,DSNY_006.basePlot.bgc,30,0.028033333333333334,1,0.03206666666666667,1,2021,2021,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_009,DSNY_009.basePlot.bgc,38,0.25565789473684214,1.0526315789473684,0.03905263157894737,1.0526315789473684,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_016,DSNY_016.basePlot.bgc,6,0.09933333333333333,1,0.04116666666666667,1,2018,2018,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_041,DSNY_041.basePlot.bgc,36,0.050333333333333334,1.0277777777777777,0.04402777777777778,1.0277777777777777,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_042,DSNY_042.basePlot.bgc,38,0.0945,1.0526315789473684,0.04689473684210527,1.0526315789473684,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_043,DSNY_043.basePlot.bgc,36,0.07157142857142856,1,0.042527777777777775,1.0277777777777777,2020.638888888889,2020.638888888889,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,DSNY_044,DSNY_044.basePlot.bgc,39,0.062205128205128205,1.0769230769230769,0.039128205128205126,1.0769230769230769,2020.6923076923076,2020.6923076923076,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,DSNY,ntr_externalLab,2018-2024,DSNY,NA,DSNY,61,0.0081,1.0163934426229508,0.03672881355932203,1.0163934426229508,2020.7868852459017,2020.7868852459017,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
