dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,kclAmmoniumNConc_mean_2018_2024,ammoniumNRepNum_mean_2018_2024,kclNitrateNitriteNConc_mean_2018_2024,nitrateNitriteNRepNum_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,kclAmmoniumNConc_mean_2018_2024_unit,ammoniumNRepNum_mean_2018_2024_unit,kclNitrateNitriteNConc_mean_2018_2024_unit,nitrateNitriteNRepNum_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_006,STER_006.basePlot.bgc,19,0.091,1.0526315789473684,0.8837222222222222,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_010,STER_010.basePlot.bgc,20,0.09663157894736843,1.0526315789473684,0.8218947368421052,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_011,STER_011.basePlot.bgc,20,0.08621052631578946,1.0526315789473684,0.882,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_012,STER_012.basePlot.bgc,20,0.0458,1.1,0.7545555555555555,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_016,STER_016.basePlot.bgc,18,0.0745,1,1.0047222222222223,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_026,STER_026.basePlot.bgc,19,0.31711764705882356,1,2.7552105263157896,1.105263157894737,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_027,STER_027.basePlot.bgc,20,0.22899999999999998,1.1,3.2339473684210525,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_028,STER_028.basePlot.bgc,19,0.19152631578947366,1.0526315789473684,1.4596111111111112,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_029,STER_029.basePlot.bgc,13,0.35541666666666666,1,1.8593846153846154,1.0769230769230769,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,STER_031,STER_031.basePlot.bgc,22,0.2262380952380952,1.1428571428571428,1.6229,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,STER,ntr_externalLab,2018-2024,STER,NA,STER,26,0.0054800000000000005,1.04,0.050192307692307696,1.0769230769230769,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
