uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,tissueDescriptor,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
f1f2a970-da5c-4a42-9d89-d670aa2b3913,LENO_002.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+Zu6wELocwde+/e4kF0nGU+nmQtv5AD+dGE=,A00000013725,2018-04-30T13:45:00Z,jmTOfpHQ+Zu6wELocwde+/e4kF0nGU+nJ2ul4hSIg9o=,A00000013854,OK,NA,2018-05-03T15:38:00Z,kjones01@battelleecology.org,3.124,2018-05-03T15:40:00Z,2018-05-07T16:18:00Z,1.429,kjones01@battelleecology.org,14,15379.9,100,92.9,0.457,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
37051f37-f7ab-4c6b-91d2-eb965c3e6f78,LENO_002.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+Zs4NEObMcDzaIoO8CfwakDsmkZxSxwNdgA=,A00000013844,2018-04-30T13:52:00Z,jmTOfpHQ+Zs4NEObMcDzaIoO8CfwakDsciIEAF9r9748v2iN9LivhA==,A00000013853,OK,NA,2018-05-03T15:19:00Z,kjones01@battelleecology.org,2.443,2018-05-03T15:21:00Z,2018-05-07T16:20:00Z,1.149,kjones01@battelleecology.org,16,19582.5,98,58.7,0.47,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
23cbd616-b96e-41b6-8219-cd47aabf4b95,LENO_002.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+ZvOX2S8lAccGJa18svFuxN01YsjwkiC7dg=,A00000013724,2018-04-30T13:53:00Z,jmTOfpHQ+ZvOX2S8lAccGJa18svFuxN0NkS0fJx/p8JuRaPsVYApaA==,A00000013878,OK,NA,2018-05-03T15:13:00Z,kjones01@battelleecology.org,4.011,2018-05-03T15:15:00Z,2018-05-07T16:19:00Z,1.871,kjones01@battelleecology.org,23,19916.1,100,93.9,0.467,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
c8476587-3b64-459d-9dc1-5e5a3736bc8a,LENO_003.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+ZsC6pxjw40+2QROAm+wKVDo3IJ0O65Cozo=,A00000013723,2018-04-30T14:00:00Z,jmTOfpHQ+ZsC6pxjw40+2QROAm+wKVDoPay3AJIThyA=,A00000013873,OK,NA,2018-05-03T19:38:00Z,kjones01@battelleecology.org,1.12,2018-05-03T19:39:00Z,2018-05-07T16:08:00Z,0.397,kjones01@battelleecology.org,7,9926.4,100,40,0.354,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
7472d4da-ce81-444e-8170-19ce3d36216b,LENO_003.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+Ztml3RyqHAM47/kc4bIqcXHVBsYAVP+djA=,A00000013715,2018-04-30T14:04:00Z,jmTOfpHQ+Ztml3RyqHAM47/kc4bIqcXH5y36UCinYxAOb5kzUeEW6w==,A00000013868,OK,NA,2018-05-03T18:05:00Z,kjones01@battelleecology.org,2.223,2018-05-03T18:06:00Z,2018-05-07T16:06:00Z,0.975,kjones01@battelleecology.org,2,11608.9,100,84,0.439,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
7a01f55b-47b1-402a-bddc-aecd324de96a,LENO_003.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+Ztml3RyqHAM4zkaZGsMbcD9NbqY+hoW6XU=,A00000013722,2018-04-30T14:04:00Z,jmTOfpHQ+Ztml3RyqHAM4zkaZGsMbcD9R02hzx9OdvPLQQAl0hpacw==,A00000013874,OK,NA,2018-05-03T19:44:00Z,kjones01@battelleecology.org,2.271,2018-05-03T19:53:00Z,2018-05-07T16:21:00Z,1.069,kjones01@battelleecology.org,2,12418.6,100,86.1,0.471,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
fcabad53-08ac-46f8-b48f-8c23a1134345,LENO_006.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+ZujS97ycDDHCeDyKa+NA8/B8fBKwrsjba4=,A00000013729,2018-04-30T14:07:00Z,jmTOfpHQ+ZujS97ycDDHCeDyKa+NA8/BBbaBMdF1ch8=,A00000013856,OK,NA,2018-05-03T15:51:00Z,kjones01@battelleecology.org,3.388,2018-05-03T15:58:00Z,2018-05-07T16:17:00Z,1.543,kjones01@battelleecology.org,2,25354,100,60.8,0.455,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
17cb3c00-e2ec-4e1f-8fa1-ab91648dbca5,LENO_006.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+ZujS97ycDDHCRr6ASzhDgigxldA8k0Ey64=,A00000013730,2018-04-30T14:08:00Z,jmTOfpHQ+ZujS97ycDDHCRr6ASzhDgigSMaBNuCe2Rg=,A00000013857,OK,NA,2018-05-03T16:04:00Z,kjones01@battelleecology.org,3.62,2018-05-03T16:08:00Z,2018-05-07T16:11:00Z,1.652,kjones01@battelleecology.org,2,19692.2,100,83.9,0.456,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
eab5026c-6ba7-431e-a837-ac1fefac493f,LENO_006.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+ZsZiNJZ+ry4Tg3iRxQW9Fte1dNlh4YbNOU=,A00000013731,2018-04-30T14:09:00Z,jmTOfpHQ+ZsZiNJZ+ry4Tg3iRxQW9FteB36BWA7gzRIUE2Woj7VtLg==,A00000013855,OK,NA,2018-05-03T15:49:00Z,kjones01@battelleecology.org,2.179,2018-05-03T15:49:00Z,2018-05-07T16:18:00Z,1.051,kjones01@battelleecology.org,3,11524.6,100,91.2,0.482,kjones01@battelleecology.org,NA,NA,20260106T154930Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
a1f70348-4bcf-4bf6-a6f7-7ca41f9a0edf,LENO_009.basePlot.cfc,D08,LENO,distributed,jmTOfpHQ+Zt2bvUWjRF9Xpj6WgYC3yen/bXvZZuzsN0=,A00000013735,2018-05-01T14:36:00Z,jmTOfpHQ+Zt2bvUWjRF9Xpj6WgYC3yen2IhuuvSzFqnQwCsZTJyThg==,A00000013875,OK,NA,2018-05-03T19:32:00Z,kjones01@battelleecology.org,2.159,2018-05-03T19:33:00Z,2018-05-07T16:16:00Z,0.937,kjones01@battelleecology.org,10,17068.8,100,54.9,0.434,kjones01@battelleecology.org,NA,NA,20260106T155406Z,RELEASE-2026,DP1.10026.001,LENO,2018,cfc_LMA
