dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,kclAmmoniumNConc_mean_2018_2024,ammoniumNRepNum_mean_2018_2024,kclNitrateNitriteNConc_mean_2018_2024,nitrateNitriteNRepNum_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,kclAmmoniumNConc_mean_2018_2024_unit,ammoniumNRepNum_mean_2018_2024_unit,kclNitrateNitriteNConc_mean_2018_2024_unit,nitrateNitriteNRepNum_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_001,LENO_001.basePlot.bgc,29,0.209,1.0344827586206897,0.17493103448275862,1.0344827586206897,2020.0689655172414,2020.0689655172414,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_002,LENO_002.basePlot.bgc,39,0.18705128205128205,1.0769230769230769,0.2063846153846154,1.0769230769230769,2020.5641025641025,2020.5641025641025,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_003,LENO_003.basePlot.bgc,38,0.2590789473684211,1.0526315789473684,0.1780263157894737,1.0526315789473684,2020.6315789473683,2020.6315789473683,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_004,LENO_004.basePlot.bgc,37,0.15016216216216216,1.027027027027027,0.16735135135135135,1.027027027027027,2020.5675675675675,2020.5675675675675,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_005,LENO_005.basePlot.bgc,38,0.10802631578947368,1.0526315789473684,0.1723157894736842,1.0526315789473684,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_006,LENO_006.basePlot.bgc,36,0.19736111111111113,1,0.181,1,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_061,LENO_061.basePlot.bgc,37,0.20645945945945945,1.027027027027027,0.24408108108108106,1.027027027027027,2020.5675675675675,2020.5675675675675,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_062,LENO_062.basePlot.bgc,38,0.18042105263157895,1.0789473684210527,0.21513157894736842,1.0789473684210527,2020.5,2020.5,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_063,LENO_063.basePlot.bgc,35,0.1571142857142857,1,0.13611428571428572,1,2020.5714285714287,2020.5714285714287,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,LENO_064,LENO_064.basePlot.bgc,39,0.14415384615384616,1.0769230769230769,0.08733333333333333,1.0769230769230769,2020.6923076923076,2020.6923076923076,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,LENO,ntr_externalLab,2018-2024,LENO,NA,LENO,63,0.02431746031746032,1,0.05756451612903227,1,2020.857142857143,2020.857142857143,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
