uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF,publicationDate,release,dpID,site_download,year_download,source_table
e121808f-adfb-4d9e-9a49-b3cca6d358ba,D11,OAES,OAES_001,OAES_001.basePlot.bgc,2018-05-29T19:36:00Z,2018-05-29T19:36:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_001-M-17.5-5.5-20180529,NA,OAES_001-M-17.5-5.5-20180529-CN,A00000021617,OAES_001-M-17.5-5.5-20180529-BA,A00000021571,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
a5edbb78-41dd-42e3-90aa-2e3a213ed0a4,D11,OAES,OAES_004,OAES_004.basePlot.bgc,2018-05-29T19:42:00Z,2018-05-29T19:42:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_004-M-39-33.5-20180529,A00000021651,OAES_004-M-39-33.5-20180529-CN,A00000021616,OAES_004-M-39-33.5-20180529-BA,A00000021578,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
a2954d07-eea6-4777-b994-11c7b5d1a506,D11,OAES,OAES_001,OAES_001.basePlot.bgc,2018-05-29T20:01:00Z,2018-05-29T20:01:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_001-M-38.5-12-20180529,NA,OAES_001-M-38.5-12-20180529-CN,A00000021565,OAES_001-M-38.5-12-20180529-BA,A00000021572,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
e3f0cc71-2d04-42cf-a411-d288c358e079,D11,OAES,OAES_004,OAES_004.basePlot.bgc,2018-05-29T20:03:00Z,2018-05-29T20:03:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_004-M-32.5-13-20180529,A00000021653,OAES_004-M-32.5-13-20180529-CN,A00000021613,OAES_004-M-32.5-13-20180529-BA,A00000021577,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
f0c1d6d3-6e30-4430-8362-74e72c198883,D11,OAES,OAES_004,OAES_004.basePlot.bgc,2018-05-29T20:27:00Z,2018-05-29T20:27:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_004-M-6-17.5-20180529,A00000021652,OAES_004-M-6-17.5-20180529-CN,A00000021614,OAES_004-M-6-17.5-20180529-BA,A00000021576,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
cd4cef06-7cdf-4d55-8e68-30e6b67213be,D11,OAES,OAES_001,OAES_001.basePlot.bgc,2018-05-29T20:28:00Z,2018-05-29T20:28:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_001-M-34-34.5-20180529,NA,OAES_001-M-34-34.5-20180529-CN,A00000021564,OAES_001-M-34-34.5-20180529-BA,A00000021579,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
c607ddc7-0237-49b7-8cac-e0cb6067bf7f,D11,OAES,OAES_003,OAES_003.basePlot.bgc,2018-05-29T21:15:00Z,2018-05-29T21:15:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_003-M-38-37-20180529,A00000021654,OAES_003-M-38-37-20180529-CN,A00000021615,OAES_003-M-38-37-20180529-BA,A00000021573,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
ff519459-9cd3-4fcf-9b7e-d75c295cf22b,D11,OAES,OAES_042,OAES_042.basePlot.bgc,2018-05-29T21:22:00Z,2018-05-29T21:22:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_042-M-9-6.5-20180529,A00000021673,OAES_042-M-9-6.5-20180529-CN,A00000021620,OAES_042-M-9-6.5-20180529-BA,A00000021588,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
1771f047-f4a4-4ac5-a8c6-9efc984e00f2,D11,OAES,OAES_003,OAES_003.basePlot.bgc,2018-05-29T21:29:00Z,2018-05-29T21:29:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_003-M-3-39-20180529,A00000021656,OAES_003-M-3-39-20180529-CN,A00000021632,OAES_003-M-3-39-20180529-BA,A00000021575,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
97ef435c-40ef-4416-bfb5-75fc5957bb95,D11,OAES,OAES_042,OAES_042.basePlot.bgc,2018-05-29T21:43:00Z,2018-05-29T21:43:00Z,NEON.DOC.014048vK,M,2018-05-31T17:25:00Z,2018-06-04T14:00:00Z,OAES_042-M-9.5-37.5-20180529,A00000021675,OAES_042-M-9.5-37.5-20180529-CN,A00000021599,OAES_042-M-9.5-37.5-20180529-BA,A00000021586,NA,NA,OK,NA,aholdorf@battelleecology.org,NA,20251217T193830Z,RELEASE-2026,DP1.10086.001,OAES,2018,sls_bgcSubsampling
